movie_or_serie,title,release_year,duration_seconds,channel_streaming,action,comedy,adventure,animation,anime,drama,international,kids,horror
TV Show,My Feet Are Killing Me,2019,1 Season,hulu,0,0,0,0,0,0,0,0,0
Movie,Next Level,2019,1 min,hulu,0,0,0,0,0,1,0,0,0
Movie,Sex Ed,2014,92 min,hulu,0,1,0,0,0,1,0,0,0
Movie,Spider-Man 3,2007,135 min,hulu,1,0,1,0,0,0,0,0,0
Movie,Stripped: Los Angeles,2020,,hulu,0,0,0,0,0,0,0,0,0
TV Show,Supermarket Stakeout,2019,1 Season,hulu,0,0,0,0,0,0,0,0,0
Movie,Swimming for Gold,2020,91 min,hulu,0,0,0,0,0,1,0,0,0
Movie,The Express,2008,130 min,hulu,0,0,0,0,0,1,0,0,0
Movie,The Sandman,2017,89 min,hulu,0,0,0,0,0,0,0,0,1
TV Show,Twisted Love,2020,1 Season,hulu,0,0,0,0,0,0,0,0,0
TV Show,Soccer Made In Germany,2020,1 Season,hulu,0,0,0,0,0,0,0,0,0
TV Show,Weakest Link,2020,1 Season,hulu,0,0,0,0,0,0,0,0,0
Movie,Inherit the Viper,2019,84 min,hulu,0,0,0,0,0,1,0,0,0
Movie,Trauma Center,2019,87 min,hulu,1,0,0,0,0,0,0,0,0
Movie,UFC Ultimate Knockouts,2014,,hulu,0,0,0,0,0,0,0,0,0
TV Show,Fargo,2014,4 Seasons,hulu,0,0,0,0,0,1,0,0,0
TV Show,A Wilderness of Error,2020,1 Season,hulu,0,0,0,0,0,0,0,0,0
Movie,Judy,2019,118 min,hulu,0,0,0,0,0,1,0,0,0
TV Show,S.W.A.T.,2017,3 Seasons,hulu,1,0,1,0,0,0,0,0,0
TV Show,S.W.A.T. en Español,2017,3 Seasons,hulu,1,0,1,0,0,0,0,0,0
TV Show,I Can See Your Voice,2020,1 Season,hulu,0,0,0,0,0,0,0,0,0
TV Show,The Apartment (TV),2018,2 Seasons,hulu,0,0,0,0,0,0,0,0,0
TV Show,Cosmos: Possible Worlds,2020,1 Season,hulu,0,0,0,0,0,0,0,0,0
TV Show,If Loving You Is Wrong,2014,5 Seasons,hulu,0,0,0,0,0,1,0,0,0
TV Show,Boonie Bears: Spring into Action,2018,1 Season,hulu,0,0,1,0,0,0,0,1,0
TV Show,Filthy Rich,2020,1 Season,hulu,0,0,0,0,0,1,0,0,0
Movie,The Addams Family,2019,87 min,hulu,0,1,0,0,0,0,0,1,0
Movie,ESPN FC,2013,,hulu,0,0,0,0,0,0,0,0,0
Movie,Stars and Strife,2020,,hulu,0,0,0,0,0,0,0,0,0
Movie,The Haunted,2018,75 min,hulu,0,0,0,0,0,0,0,0,1
Movie,Babyteeth,2019,118 min,hulu,0,1,0,0,0,1,0,0,0
TV Show,Bless the Harts,2019,2 Seasons,hulu,0,1,0,1,0,0,0,0,0
Movie,Buttons: A Christmas Tale,2018,88 min,hulu,0,0,0,0,0,1,0,1,0
Movie,Gemini Man,2019,117 min,hulu,1,0,1,0,0,0,0,0,0
TV Show,Sherman's Showcase,2019,2 Seasons,hulu,0,1,0,0,0,0,0,0,0
Movie,StarDog and TurboCat,2019,91 min,hulu,1,1,1,0,0,0,0,0,0
Movie,The Fight,2020,98 min,hulu,0,0,0,0,0,0,0,0,0
Movie,The Master of Disguise,2002,81 min,hulu,0,1,0,0,0,0,0,1,0
Movie,My Soul to Take,2010,91 min,hulu,0,0,0,0,0,0,0,0,1
Movie,A.C.O.R.N.S: Operation Crack Down,2015,80 min,hulu,0,1,0,0,0,0,0,1,0
Movie,Ozzy,2016,91 min,hulu,1,1,1,0,0,0,0,0,0
TV Show,The 3 Knockdown Rule,2020,1 Season,hulu,0,0,0,0,0,0,0,0,0
Movie,The Etruscan Smile,2018,108 min,hulu,0,0,0,0,0,1,0,0,0
TV Show,Pororo the Little Penguin,2013,5 Seasons,hulu,0,0,0,0,0,0,1,1,0
TV Show,Bin Laden's Hard Drive,2020,1 Season,hulu,0,0,0,0,0,0,0,0,0
TV Show,Pop Goes the Vet,2020,1 Season,hulu,0,0,0,0,0,0,0,0,0
Movie,Prisoners,2013,153 min,hulu,0,0,0,0,0,1,0,0,1
TV Show,Woke,2020,1 Season,hulu,0,1,0,0,0,0,0,0,0
TV Show,This is How U Hulu,2019,2 Seasons,hulu,0,0,0,0,0,0,0,0,0
Movie,Awoken,2019,,hulu,0,0,0,0,0,0,0,0,1
Movie,Power Book II: Ghost,2020,,hulu,0,0,0,0,0,1,0,0,0
Movie,Hooking Up,2020,105 min,hulu,0,1,0,0,0,1,0,0,0
TV Show,Vacation In Place,2020,1 Season,hulu,0,0,0,0,0,0,0,0,0
Movie,First Day,2020,,hulu,0,0,0,0,0,0,1,1,0
Movie,Anthropoid,2016,121 min,hulu,1,0,1,0,0,1,0,0,0
Movie,Hell on the Border,2019,110 min,hulu,1,0,1,0,0,0,0,0,0
Movie,I Feel Pretty,2018,111 min,hulu,0,1,0,0,0,0,0,0,0
TV Show,Mike Tyson Mysteries,2014,4 Seasons,hulu,0,1,0,1,0,0,0,0,0
Movie,Mississippi Burning,1989,127 min,hulu,0,0,0,0,0,1,0,0,0
Movie,Playmobil: The Movie,2019,100 min,hulu,1,1,1,0,0,0,0,0,0
Movie,Rambo,2008,91 min,hulu,1,0,1,0,0,0,0,0,0
Movie,Strike,2018,101 min,hulu,1,1,1,0,0,0,0,0,0
Movie,The Festival,2018,98 min,hulu,0,1,0,0,0,0,0,0,0
Movie,Trolls World Tour,2020,91 min,hulu,1,1,1,0,0,0,0,0,0
TV Show,I'll Be Gone In The Dark,2019,1 Season,hulu,0,0,0,0,0,0,0,0,0
Movie,Primal,2019,97 min,hulu,1,0,0,0,0,0,0,0,0
Movie,The Courier,2019,100 min,hulu,1,0,0,0,0,0,0,0,0
Movie,The Binge,2020,98 min,hulu,0,1,0,0,0,0,0,0,0
TV Show,Bucket List Bistro,2020,1 Season,hulu,0,0,0,0,0,0,0,0,0
TV Show,Dark Side of the Ring: After Dark,2020,1 Season,hulu,0,0,0,0,0,0,0,0,0
TV Show,Nazi Megastructures,2013,2 Seasons,hulu,0,0,0,0,0,0,0,0,0
TV Show,Find Me in Paris,2018,3 Seasons,hulu,0,0,0,0,0,0,0,1,0
Movie,Daffodils,2019,,hulu,0,0,0,0,0,1,0,0,0
TV Show,ThunderCats (1985),1985,2 Seasons,hulu,1,0,1,0,0,0,0,0,0
TV Show,ThunderCats (2011),2011,1 Season,hulu,1,0,0,0,0,0,0,1,0
Movie,Unacknowledged: An Exposé of the Greatest Secret in Human History,2017,,hulu,0,0,0,0,0,0,0,0,0
Movie,The Cup,2012,97 min,hulu,0,0,0,0,0,1,0,0,0
Movie,Behind You,2020,86 min,hulu,0,0,0,0,0,0,0,0,1
TV Show,Christina on the Coast,2019,2 Seasons,hulu,0,0,0,0,0,0,0,0,0
TV Show,Mediterranean Life,2017,1 Season,hulu,0,0,0,0,0,0,0,0,0
TV Show,Savage Kingdom,2016,1 Season,hulu,0,0,0,0,0,1,0,0,0
Movie,Before Midnight,2013,109 min,hulu,0,0,0,0,0,1,0,0,0
Movie,Bernie the Dolphin 2,2019,99 min,hulu,0,1,0,0,0,0,0,1,0
Movie,Come As You Are,2019,107 min,hulu,0,1,0,0,0,1,0,0,0
TV Show,Our Time: Oklahoma State Football,2020,1 Season,hulu,0,0,0,0,0,0,0,0,0
Movie,Alive and Kicking,2016,,hulu,0,0,0,0,0,0,0,0,0
Movie,Hard Night Falling,2019,86 min,hulu,1,0,1,0,0,1,0,0,0
Movie,Lucky Day,2019,99 min,hulu,1,0,0,0,0,0,0,0,0
TV Show,No Guns Life,2019,2 Seasons,hulu,1,0,1,0,1,0,0,0,0
Movie,Coda,2019,97 min,hulu,0,0,0,0,0,1,0,0,0
Movie,DECA-DENCE,2020,,hulu,1,0,1,0,1,0,0,0,0
Movie,Mission Overview: NASA’s Perseverance Mars Rover,2020,,hulu,0,0,0,0,0,0,0,0,0
Movie,NASA Science Live: Perseverance Mars Rover & the Search for Ancient Life,2020,,hulu,0,0,0,0,0,0,0,0,0
Movie,Slay the Dragon,2019,104 min,hulu,0,0,0,0,0,0,0,0,0
Movie,The Peanut Butter Falcon,2019,97 min,hulu,1,1,1,0,0,0,0,0,0
TV Show,The Kids Are Alright,2018,1 Season,hulu,0,1,0,0,0,0,0,0,0
Movie,Dora and the Lost City of Gold,2019,102 min,hulu,0,1,1,0,0,0,0,1,0
Movie,Jerry Garcia: It's Not My Weekend,2019,,hulu,0,1,0,0,0,0,0,0,0
Movie,Ordinary Love,2019,92 min,hulu,0,0,0,0,0,1,0,0,0
Movie,Shark vs. Surfer,2020,,hulu,0,0,0,0,0,0,0,0,0
Movie,'71,2014,99 min,hulu,1,0,1,0,0,1,0,0,0
Movie,Are We Done Yet?,2007,90 min,hulu,0,1,0,0,0,0,0,0,0
Movie,City Slickers,1991,114 min,hulu,0,1,0,0,0,0,0,0,0
Movie,El embarcadero,2019,,hulu,0,0,0,0,0,1,0,0,1
Movie,Elena Undone,2010,,hulu,0,0,0,0,0,1,0,0,0
Movie,Free Fall,2013,,hulu,1,0,1,0,0,1,0,0,0
Movie,Gayby,2012,,hulu,0,1,0,0,0,1,0,0,0
Movie,Hurricane Bianca,2016,,hulu,0,1,0,0,0,0,0,0,0
Movie,Just Charlie,2018,,hulu,0,0,0,0,0,1,0,0,0
TV Show,La Bella Ceci Y El Imprudente,2009,1 Season,hulu,0,0,0,0,0,1,0,0,0
Movie,Pit Stop,2013,,hulu,0,0,0,0,0,1,0,0,0
Movie,Rustlers' Rhapsody,1985,89 min,hulu,1,1,1,0,0,0,0,0,0
Movie,Safe,2012,95 min,hulu,1,0,1,0,0,0,0,0,1
Movie,Sordid Lives,2000,111 min,hulu,0,1,0,0,0,0,0,0,0
TV Show,Teen Titans Go!,2015,5 Seasons,hulu,1,0,1,0,0,0,0,1,0
Movie,The Last Stand,2013,107 min,hulu,1,0,1,0,0,0,0,0,0
Movie,Ultraviolet,2006,87 min,hulu,1,0,1,0,0,1,0,0,0
Movie,United Sharks of America: Shark Bite Capitals,2020,,hulu,0,0,0,0,0,0,0,0,0
Movie,Were The World Mine,2008,,hulu,0,1,0,0,0,1,0,0,0
TV Show,A Certain Scientific Railgun,2009,3 Seasons,hulu,1,0,1,0,1,0,0,0,0
Movie,Mega Hammerhead: Ultimate Predator,2020,,hulu,0,0,0,0,0,0,0,0,0
Movie,The Wretched,2019,,hulu,0,0,0,0,0,0,0,0,1
Movie,America's Caddie,2020,,hulu,0,0,0,0,0,0,0,0,0
Movie,Bull,2019,,hulu,0,0,0,0,0,1,0,0,0
Movie,In My Skin,2018,,hulu,0,0,0,0,0,1,0,0,0
Movie,The Flood,2019,,hulu,0,0,0,0,0,1,0,0,0
Movie,What the Shark?,2020,,hulu,0,0,0,0,0,0,0,0,0
TV Show,Cocoa Butter's The Era,2019,1 Season,hulu,0,0,0,0,0,0,0,0,0
Movie,Ladhood,2019,,hulu,0,1,0,0,0,0,0,0,0
Movie,Shark vs. Whale,2020,,hulu,0,0,0,0,0,0,0,0,0
TV Show,Tasty's Making It Big,2018,2 Seasons,hulu,0,0,0,0,0,0,0,0,0
TV Show,Borderforce USA,2018,2 Seasons,hulu,0,0,0,0,0,1,0,0,0
Movie,Maxxx,2020,,hulu,0,1,0,0,0,0,1,0,0
Movie,Good Deeds,2012,110 min,hulu,0,0,0,0,0,1,0,0,0
Movie,Jamie: Keep Cooking and Carry On,2020,,hulu,0,0,0,0,0,0,0,0,0
Movie,Raging Bull Shark,2020,,hulu,0,0,0,0,0,0,0,0,0
Movie,World's Biggest Great White? Expedition Hawaii,2020,,hulu,0,0,0,0,0,0,0,0,0
Movie,2099: The Soldier Protocol,2019,,hulu,1,0,1,0,0,0,0,0,0
Movie,Own the Sky,2019,90 min,hulu,0,0,0,0,0,0,0,0,0
Movie,Rattlesnakes,2019,,hulu,0,0,0,0,0,0,0,0,0
Movie,Zoo-Head,2019,,hulu,0,0,0,0,0,0,0,0,0
TV Show,Auditions,2020,1 Season,hulu,0,1,0,0,0,0,0,0,0
Movie,Most Wanted Sharks,2020,,hulu,0,0,0,0,0,0,0,0,0
Movie,Sharkcano,2020,,hulu,0,0,0,0,0,0,0,0,0
Movie,Sharks vs. Dolphins: Blood Battle,2020,,hulu,0,0,0,0,0,0,0,0,0
Movie,The Last Full Measure,2019,116 min,hulu,1,0,1,0,0,1,0,0,0
TV Show,When Sharks Attack,2018,6 Seasons,hulu,0,0,0,0,0,0,0,0,0
Movie,The Assistant,2019,87 min,hulu,0,0,0,0,0,1,0,0,0
Movie,World's Biggest Tiger Shark?,2020,,hulu,0,0,0,0,0,0,0,0,0
Movie,Marianne & Leonard: Words of Love,2019,101 min,hulu,0,0,0,0,0,0,0,0,0
TV Show,Bong Appetit,2017,3 Seasons,hulu,0,0,0,0,0,0,0,0,0
Movie,Ana,2020,106 min,hulu,0,1,0,0,0,1,0,0,0
Movie,The Current Occupant,2020,86 min,hulu,0,0,0,0,0,0,0,0,1
Movie,The Pickup Game,2019,98 min,hulu,0,0,0,0,0,0,0,0,0
Movie,The Wolf Hour,2019,99 min,hulu,0,0,0,0,0,1,0,0,0
Movie,We Are Freestyle Love Supreme,2020,86 min,hulu,0,0,0,0,0,0,0,0,0
Movie,The Traitor,2019,151 min,hulu,0,0,0,0,0,1,1,0,0
Movie,The Weekend,2018,86 min,hulu,0,1,0,0,0,0,0,0,0
Movie,My Scientology Movie,2017,,hulu,0,0,0,0,0,0,0,0,0
Movie,China: The Panda Adventure,2001,,hulu,0,0,0,0,0,1,0,0,0
Movie,Horses: The Story of Equus IMAX,2002,,hulu,0,0,0,0,0,0,0,1,0
Movie,Superpower Dogs,2019,46 min,hulu,0,0,0,0,0,0,0,1,0
TV Show,The New York Times Presents,2020,1 Season,hulu,0,0,0,0,0,0,0,0,0
Movie,The Secret of Life on Earth,1993,,hulu,0,0,0,0,0,0,0,1,0
TV Show,Black Butler,2008,2 Seasons,hulu,1,0,1,0,1,0,0,0,0
TV Show,Dicktown,2020,1 Season,hulu,0,1,0,0,0,0,0,0,0
Movie,Sea Fever,2019,,hulu,0,0,0,0,0,0,0,0,1
TV Show,The Fosters,2013,5 Seasons,hulu,0,0,0,0,0,1,0,0,0
TV Show,EvanTubeHD Smiles & Smarts by pocket.watch,2015,1 Season,hulu,0,0,0,0,0,0,0,1,0
TV Show,HobbyKidsTV Smiles & Smarts by pocket.watch,2019,1 Season,hulu,0,0,0,0,0,0,0,1,0
Movie,I Am Not Your Negro,2016,94 min,hulu,0,0,0,0,0,0,0,0,0
TV Show,Jason Vlogs Smiles & Smarts by pocket.watch,2019,1 Season,hulu,0,0,0,0,0,0,0,1,0
TV Show,Jillian's Mystery Craft Box by pocket.watch,2020,1 Season,hulu,0,0,0,0,0,0,0,1,0
TV Show,JillianTubeHD Smiles & Smarts by pocket.watch,2016,1 Season,hulu,0,0,0,0,0,0,0,1,0
TV Show,Karina Garcia Smiles & Smarts by pocket.watch,2017,1 Season,hulu,0,0,0,0,0,0,0,1,0
TV Show,KidCity Smiles & Smarts by pocket.watch,2017,1 Season,hulu,0,0,0,0,0,0,0,1,0
TV Show,MarMar Land Smiles & Smarts by pocket.watch,2020,1 Season,hulu,0,0,0,0,0,0,0,1,0
TV Show,Onyx Family Smiles & Smarts by pocket.watch,2017,1 Season,hulu,0,0,0,0,0,0,0,1,0
TV Show,Ryan's World Specials presented by pocket.watch,2019,4 Seasons,hulu,0,0,0,0,0,0,0,1,0
TV Show,Scratch Garden Smiles & Smarts by pocket.watch,2020,1 Season,hulu,0,0,0,0,0,0,0,1,0
Movie,The Other Lamb,2019,,hulu,0,0,0,0,0,1,0,0,1
Movie,The House That Jack Built,2018,151 min,hulu,0,0,0,0,0,1,0,0,1
Movie,The Whistlers,2019,,hulu,0,1,0,0,0,1,0,0,1
TV Show,1000-lb Sisters,2020,1 Season,hulu,0,0,0,0,0,0,0,0,0
TV Show,90 Day Fiancé: The Other Way,2019,1 Season,hulu,0,0,0,0,0,0,0,0,0
TV Show,Buddy vs. Duff,2019,1 Season,hulu,0,0,0,0,0,0,0,0,0
TV Show,"Burgers, Brew & 'Que",2015,4 Seasons,hulu,0,0,0,0,0,0,0,0,0
TV Show,Chris Farley: Anything for a Laugh,2019,1 Season,hulu,0,0,0,0,0,0,0,0,0
Movie,Citizen Soldier,2016,105 min,hulu,0,0,0,0,0,0,0,0,0
Movie,Danger Close,2017,,hulu,0,0,0,0,0,0,0,0,0
TV Show,Family by the Ton,2019,1 Season,hulu,0,0,0,0,0,0,0,0,0
TV Show,Ghost Hunters,2019,1 Season,hulu,0,0,0,0,0,1,0,0,1
TV Show,Intervention,2005,4 Seasons,hulu,0,0,0,0,0,0,0,0,0
TV Show,Married at First Sight: Jamie and Doug Plus One,2017,1 Season,hulu,0,0,0,0,0,0,0,0,0
TV Show,Psychic Kids,2019,1 Season,hulu,0,0,0,0,0,1,0,0,0
Movie,Rebel in the Rye,2017,109 min,hulu,0,0,0,0,0,1,0,0,0
TV Show,Say Yes to the Nest,2019,1 Season,hulu,0,0,0,0,0,0,0,0,0
TV Show,The American Farm,2019,1 Season,hulu,0,0,0,0,0,0,0,0,0
Movie,The Cured,2017,95 min,hulu,0,0,0,0,0,1,0,0,1
TV Show,The Day I Picked My Parents,2019,1 Season,hulu,0,0,0,0,0,0,0,0,0
TV Show,The Grill Dads,2017,1 Season,hulu,0,0,0,0,0,0,0,0,0
Movie,The Hornet's Nest,2014,97 min,hulu,0,0,0,0,0,0,0,0,0
TV Show,The Strongest Man in History,2019,1 Season,hulu,0,0,0,0,0,0,0,0,0
TV Show,The Toe Bro,2019,1 Season,hulu,0,0,0,0,0,0,0,0,0
TV Show,Unexpected,2017,3 Seasons,hulu,0,0,0,0,0,0,0,0,0
TV Show,Welcome to Plathville,2019,1 Season,hulu,0,0,0,0,0,0,0,0,0
Movie,Mission: Impossible - Ghost Protocol,2011,128 min,hulu,1,0,1,0,0,0,0,0,0
Movie,The Gallows Act II,2019,100 min,hulu,0,0,0,0,0,0,0,0,1
Movie,The Postcard Killings,2020,,hulu,0,0,0,0,0,1,0,0,1
Movie,Carrion,2020,,hulu,0,0,0,0,0,0,0,0,1
TV Show,Digimon Adventure:,2020,1 Season,hulu,0,0,0,0,1,0,0,0,0
Movie,Wild Nights With Emily,2018,86 min,hulu,0,1,0,0,0,0,0,0,0
TV Show,Merlin,2008,5 Seasons,hulu,0,0,0,0,0,1,1,0,0
Movie,Once Were Brothers: Robbie Robertson and The Band,2019,102 min,hulu,0,0,0,0,0,0,0,0,0
Movie,The Rape of Recy Taylor,2017,91 min,hulu,0,0,0,0,0,1,0,0,0
Movie,UFC 250,2020,,hulu,0,0,0,0,0,0,0,0,0
Movie,XX,2017,81 min,hulu,0,0,0,0,0,0,0,0,1
Movie,Juneteenth: A Celebration of Overcoming,2020,,hulu,0,0,0,0,0,0,0,0,0
Movie,Buffaloed,2019,,hulu,0,1,0,0,0,0,0,0,0
Movie,Crawl,2019,87 min,hulu,0,0,0,0,0,0,0,0,1
TV Show,Drug Lords: The Next Generation,2020,1 Season,hulu,0,0,0,0,0,0,0,0,0
TV Show,Taste the Nation with Padma Lakshmi,2020,1 Season,hulu,0,0,0,0,0,0,0,0,0
TV Show,Sweet Home Sextuplets,2018,1 Season,hulu,0,0,0,0,0,0,0,0,0
TV Show,Brockmire,2017,4 Seasons,hulu,0,1,0,0,0,0,0,0,0
TV Show,Forensic Files,1996,7 Seasons,hulu,0,0,0,0,0,0,0,0,0
TV Show,George to the Rescue,2010,1 Season,hulu,0,0,0,0,0,0,0,0,0
Movie,Your Home Made Perfect,2019,,hulu,0,0,0,0,0,0,0,0,0
Movie,Pan,2015,112 min,hulu,1,0,1,0,0,0,0,0,0
Movie,The Dustwalker,2019,,hulu,0,0,0,0,0,1,0,0,1
Movie,Eye In The Sky,2015,102 min,hulu,0,0,0,0,0,1,0,0,0
Movie,Child's Play,2019,90 min,hulu,0,0,0,0,0,0,0,0,1
Movie,Clemency,2019,112 min,hulu,0,0,0,0,0,1,0,0,0
TV Show,Crossing Swords,2020,1 Season,hulu,0,1,0,1,0,0,0,0,0
Movie,Good Boy,2020,89 min,hulu,0,0,0,0,0,0,0,0,1
Movie,LA 92,2017,114 min,hulu,0,0,0,0,0,0,0,0,0
Movie,Soccer,2017,,hulu,0,0,0,0,0,0,0,0,0
Movie,A Beautiful Planet,2016,46 min,hulu,0,0,0,0,0,0,0,1,0
Movie,Destiny in Space,1994,,hulu,0,0,0,0,0,0,0,1,0
Movie,Fires of Kuwait,1992,,hulu,0,0,0,0,0,0,0,0,0
Movie,Galapagos,1999,,hulu,0,0,0,0,0,0,0,1,0
Movie,IMAX: T-Rex: Back to the Cretaceous,1998,46 min,hulu,0,0,1,0,0,0,0,1,0
Movie,Into the Deep,1994,,hulu,0,0,0,0,0,0,0,1,0
Movie,Journey to the South Pacific,2013,40 min,hulu,0,0,0,0,0,0,0,1,0
Movie,Pandas,2018,42 min,hulu,0,0,0,0,0,0,0,1,0
Movie,Space Station,2002,,hulu,0,0,0,0,0,0,0,1,0
Movie,Survival Island,1996,,hulu,0,0,0,0,0,0,0,0,0
Movie,The Dream Is Alive IMAX,1985,37 min,hulu,0,0,0,0,0,0,0,1,0
TV Show,Tyler Perry's The Haves and the Have Nots,2013,7 Seasons,hulu,0,0,0,0,0,1,0,0,0
TV Show,Why We Fight,2017,2 Seasons,hulu,0,0,0,0,0,0,0,0,0
Movie,Absolute Boyfriend,2019,,hulu,0,1,0,0,0,0,1,0,0
TV Show,Where's Waldo?,2019,1 Season,hulu,1,0,1,0,0,0,0,0,0
Movie,Frankie,2019,100 min,hulu,0,0,0,0,0,1,0,0,0
Movie,Shirley,2020,107 min,hulu,0,0,0,0,0,1,0,0,1
TV Show,The Paynes,2018,2 Seasons,hulu,0,1,0,0,0,0,0,0,0
Movie,And We Go Green,2019,,hulu,0,0,0,0,0,0,0,0,0
Movie,Miss Snake Charmer,2018,,hulu,0,0,0,0,0,0,0,0,0
Movie,A Beautiful Day in the Neighborhood,2019,109 min,hulu,0,0,0,0,0,1,0,0,0
TV Show,Hard,2020,1 Season,hulu,0,1,0,0,0,1,0,0,0
Movie,4th Man Out,2015,,hulu,0,1,0,0,0,1,0,0,0
Movie,Above and Beyond,2014,86 min,hulu,0,0,0,0,0,0,0,0,0
Movie,Almost Adults,2016,,hulu,0,1,0,0,0,1,0,0,0
TV Show,Childrens Hospital,2010,7 Seasons,hulu,0,1,0,0,0,0,0,0,0
TV Show,Community en Español,2009,6 Seasons,hulu,0,1,0,0,0,0,0,0,0
Movie,Dirty Dancing: Havana Nights,2004,83 min,hulu,0,0,0,0,0,1,0,0,0
Movie,Equilibrium,2002,107 min,hulu,0,0,0,0,0,0,0,0,0
Movie,Hail Columbia!,1982,,hulu,0,0,0,0,0,0,0,0,0
Movie,Happily N'Ever After,2007,87 min,hulu,1,1,1,0,0,0,0,0,0
Movie,Inside 30 for 30,2020,,hulu,0,0,0,0,0,0,0,0,0
Movie,Just Eat It: A Food Waste Story,2014,,hulu,0,0,0,0,0,0,0,0,0
TV Show,Maximilian,2017,1 Season,hulu,0,0,0,0,0,1,0,0,0
Movie,Meet Me in Montenegro,2014,,hulu,0,1,0,0,0,1,0,0,0
Movie,Spider-Man,2002,121 min,hulu,1,0,1,0,0,0,0,0,0
Movie,Spider-Man 2,2004,128 min,hulu,1,0,1,0,0,0,0,0,0
Movie,The 10 Year Plan,2015,92 min,hulu,0,1,0,0,0,0,0,0,0
TV Show,Westworld,2016,3 Seasons,hulu,0,0,0,0,0,1,0,0,0
Movie,Women and Sometimes Men,2018,87 min,hulu,0,0,0,0,0,1,0,0,0
Movie,Disappearance at Clifton Hill,2019,,hulu,0,0,0,0,0,1,0,0,0
TV Show,Rig 45,2018,2 Seasons,hulu,0,0,0,0,0,1,1,0,1
TV Show,Miles From Tomorrowland,2015,2 Seasons,hulu,0,0,1,0,0,0,0,1,0
TV Show,Mission Force One,2017,1 Season,hulu,1,0,1,0,0,0,0,1,0
TV Show,Star vs. The Forces of Evil,2015,4 Seasons,hulu,0,0,1,0,0,0,0,1,0
TV Show,World of Dance,2017,1 Season,hulu,0,0,0,0,0,0,0,0,0
TV Show,Doc McStuffins,2012,5 Seasons,hulu,0,0,0,0,0,0,0,1,0
TV Show,Gravity Falls,2012,2 Seasons,hulu,0,1,0,0,0,0,0,1,0
Movie,I Still Believe,2020,116 min,hulu,0,0,0,0,0,1,0,0,0
TV Show,The Titan Games,2019,1 Season,hulu,0,0,0,0,0,0,0,0,0
Movie,This Mountain Life,2019,,hulu,0,0,1,0,0,0,0,0,0
Movie,The Tracker,2019,87 min,hulu,1,0,1,0,0,0,0,0,1
Movie,UFC 249,2020,,hulu,0,0,0,0,0,0,0,0,0
Movie,Drag Kids,2019,,hulu,0,0,0,0,0,0,0,0,0
Movie,AKA Jane Roe,2020,,hulu,0,0,0,0,0,0,0,0,0
TV Show,Killer in Plain Sight,2018,2 Seasons,hulu,0,0,0,0,0,1,0,0,0
Movie,Premature,2019,90 min,hulu,0,0,0,0,0,1,0,0,0
Movie,Rocketman,2019,121 min,hulu,0,0,0,0,0,1,0,0,0
Movie,The Painter and the Thief,2020,,hulu,0,0,0,0,0,0,1,0,0
Movie,Top End Wedding,2019,,hulu,0,1,0,0,0,0,0,0,0
TV Show,K.C. Undercover,2015,3 Seasons,hulu,0,1,0,0,0,0,0,0,0
Movie,Red Dog,2019,,hulu,0,0,0,0,0,0,0,0,0
Movie,2nd Date Sex,2019,81 min,hulu,0,1,0,0,0,0,0,0,0
Movie,Above the Shadows,2019,,hulu,0,0,0,0,0,1,0,0,0
Movie,Already Tomorrow in Hong Kong,2015,,hulu,0,1,0,0,0,0,0,0,0
Movie,Autonomy,2019,,hulu,0,0,0,0,0,0,0,0,0
Movie,Big Men,2013,,hulu,0,0,0,0,0,0,0,0,0
Movie,Cosmos,2019,,hulu,1,0,1,0,0,1,0,0,0
Movie,Da Sweet Blood of Jesus,2015,124 min,hulu,0,1,0,0,0,0,0,0,1
TV Show,Morphle,2019,1 Season,hulu,1,0,1,0,0,0,0,0,0
Movie,Saving Atlantis,2018,75 min,hulu,0,0,0,0,0,0,0,0,0
TV Show,Scandal,2012,7 Seasons,hulu,0,0,0,0,0,1,0,0,0
Movie,The Mandela Effect,2019,,hulu,0,0,0,0,0,0,0,0,1
TV Show,Baskets,2016,4 Seasons,hulu,0,1,0,0,0,0,0,0,0
TV Show,Beat Bobby Flay,2017,4 Seasons,hulu,0,0,0,0,0,0,0,0,0
TV Show,Digimon Adventure,1999,1 Season,hulu,1,0,1,0,1,0,0,0,0
TV Show,Digimon Adventure 02,2000,1 Season,hulu,1,0,1,0,1,0,0,0,0
TV Show,Digimon Frontier,2003,1 Season,hulu,1,0,1,0,1,0,0,0,0
TV Show,Digimon Tamers,2001,1 Season,hulu,1,0,1,0,1,0,0,0,0
TV Show,Fast N' Loud,2012,2 Seasons,hulu,0,0,0,0,0,0,0,0,0
Movie,My Friend Dahmer,2017,109 min,hulu,0,0,0,0,0,1,0,0,1
Movie,Saving Flora,2018,96 min,hulu,1,0,1,0,0,1,0,0,0
TV Show,Street Outlaws,2013,2 Seasons,hulu,0,0,0,0,0,0,0,0,0
Movie,The Boy Downstairs,2018,91 min,hulu,0,1,0,0,0,0,0,0,0
Movie,The Cat Rescuers,2018,,hulu,0,0,0,0,0,0,0,0,0
TV Show,The Great,2020,1 Season,hulu,0,1,0,0,0,1,0,0,0
TV Show,The Little Couple,2009,2 Seasons,hulu,0,0,0,0,0,0,0,0,0
TV Show,Just Shoot Me,1997,7 Seasons,hulu,0,1,0,0,0,0,0,0,0
