movie_or_serie,title,release_year,duration_seconds,channel_streaming,action,comedy,adventure,animation,anime,drama,international,kids,horror
TV Show,Medici: Masters of Florence,2019,3 Seasons,netflix,0,0,0,0,0,0,1,0,0
TV Show,Monthly Girls' Nozaki Kun,2014,1 Season,netflix,0,0,0,0,1,0,0,0,0
Movie,Mrs. Serial Killer,2020,107 min,netflix,0,0,0,0,0,0,1,0,0
TV Show,Oh Yuck,2020,1 Season,netflix,0,0,0,0,0,0,0,1,0
Movie,Psycho,2020,143 min,netflix,0,0,0,0,0,0,1,0,1
TV Show,Reckoning,2019,1 Season,netflix,0,0,0,0,0,0,0,0,0
Movie,The Half Of It,2020,105 min,netflix,0,0,0,0,0,0,0,0,0
Movie,The Heartbreak Kid,2007,116 min,netflix,0,0,0,0,0,0,0,0,0
Movie,Thomas & Friends: Marvelous Machinery: A New Arrival,2020,23 min,netflix,0,0,0,0,0,0,0,0,0
Movie,Thomas & Friends: Marvelous Machinery: World of Tomorrow,2020,23 min,netflix,0,0,0,0,0,0,0,0,0
Movie,Thomas & Friends: Thomas and the Royal Engine,2020,23 min,netflix,0,0,0,0,0,0,0,0,0
Movie,What a Girl Wants,2003,105 min,netflix,0,0,0,0,0,0,0,0,0
Movie,Dangerous Lies,2020,97 min,netflix,0,0,0,0,0,0,0,0,0
TV Show,DRIFTING DRAGONS,2020,1 Season,netflix,0,0,0,0,1,0,1,0,0
TV Show,El señor de los Cielos,2019,7 Seasons,netflix,0,0,0,0,0,0,1,0,0
TV Show,Good Witch,2019,5 Seasons,netflix,0,0,0,0,0,0,0,0,0
Movie,Rich in Love,2020,105 min,netflix,0,0,0,0,0,0,1,0,0
TV Show,The Forest of Love: Deep Cut,2020,1 Season,netflix,0,0,0,0,0,0,1,0,0
TV Show,The Victims' Game,2020,1 Season,netflix,0,0,0,0,0,0,1,0,0
Movie,A Secret Love,2020,83 min,netflix,0,0,0,0,0,0,0,0,0
Movie,Ekşi Elmalar,2016,109 min,netflix,0,0,0,0,0,0,1,0,0
TV Show,Extracurricular,2020,1 Season,netflix,0,0,0,0,0,0,1,0,0
Movie,Love Is War,2019,111 min,netflix,0,0,0,0,0,0,1,0,0
Movie,Murder to Mercy: The Cyntoia Brown Story,2020,97 min,netflix,0,0,0,0,0,0,0,0,0
TV Show,Nadiya’s Time to Eat,2020,1 Season,netflix,0,0,0,0,0,0,1,0,0
Movie,R.K.Nagar,2019,132 min,netflix,1,0,1,0,0,0,0,0,0
TV Show,Tjovitjo,2017,2 Seasons,netflix,0,0,0,0,0,0,1,0,0
Movie,Beynelmilel,2006,102 min,netflix,0,0,0,0,0,0,1,0,0
Movie,Bir Baba Hindu,2016,107 min,netflix,1,0,1,0,0,0,1,0,0
Movie,Boushkash,2008,100 min,netflix,0,0,0,0,0,0,1,0,0
Movie,Cinar Agaci,2011,115 min,netflix,0,0,0,0,0,0,1,0,0
Movie,Görümce,2016,104 min,netflix,0,0,0,0,0,0,1,0,0
Movie,İstanbul Kırmızısı,2017,110 min,netflix,0,0,0,0,0,0,1,0,0
Movie,Küçük Esnaf,2016,100 min,netflix,0,0,0,0,0,0,1,0,0
Movie,Lembi 8 Giga,2010,111 min,netflix,0,0,0,0,0,0,1,0,0
Movie,Neseli Hayat,2009,108 min,netflix,0,0,0,0,0,0,1,0,0
Movie,Organize Isler,2005,104 min,netflix,1,0,1,0,0,0,1,0,0
Movie,The Reliant,2019,116 min,netflix,0,0,0,0,0,0,0,0,0
Movie,We'll Be Right Back After The Break,2012,106 min,netflix,1,0,1,0,0,0,1,0,0
Movie,5Gang,2019,96 min,netflix,0,0,0,0,0,0,1,0,0
Movie,Love Aaj Kal,2020,140 min,netflix,0,0,0,0,0,0,1,0,0
Movie,The Lift Boy,2020,107 min,netflix,0,0,0,0,0,0,1,0,0
TV Show,"Coronavirus, Explained",2020,1 Season,netflix,0,0,0,0,0,0,0,0,0
TV Show,The Last Kingdom,2020,4 Seasons,netflix,1,0,1,0,0,0,1,0,0
Movie,Bheeshma,2020,138 min,netflix,1,0,1,0,0,0,1,0,0
Movie,Bittersweet,2010,132 min,netflix,0,0,0,0,0,0,1,0,0
TV Show,My Secret Romance,2017,1 Season,netflix,0,0,0,0,0,0,1,0,0
Movie,No Direction Home: Bob Dylan,2005,208 min,netflix,0,0,0,0,0,0,0,0,0
Movie,She Made Me a Criminal,2006,105 min,netflix,0,0,0,0,0,0,1,0,0
Movie,The Artist,2011,101 min,netflix,0,0,0,0,0,0,0,0,0
Movie,The Dealer,2010,124 min,netflix,1,0,1,0,0,0,1,0,0
Movie,The International Player,2009,93 min,netflix,0,0,0,0,0,0,1,0,0
Movie,The Promise,2008,110 min,netflix,0,0,0,0,0,0,1,0,0
Movie,الف مبروك,2009,115 min,netflix,0,0,0,0,0,0,1,0,0
TV Show,دفعة القاهرة,2019,1 Season,netflix,0,0,0,0,0,0,1,0,0
TV Show,After Life,2020,2 Seasons,netflix,0,0,0,0,0,0,1,0,0
TV Show,DreamWorks Spooky Stories: Volume 2,2011,1 Season,netflix,0,0,0,0,0,0,0,1,0
Movie,Kolaiyuthir Kaalam,2019,107 min,netflix,0,0,0,0,0,0,1,0,0
TV Show,Love 101,2020,1 Season,netflix,0,0,0,0,0,0,1,0,0
Movie,"Yours Sincerely, Kanan Gill",2020,72 min,netflix,0,1,0,0,0,0,0,0,0
TV Show,Ghost in the Shell: SAC_2045,2020,1 Season,netflix,0,0,0,0,1,0,1,0,0
Movie,My Stupid Boss,2016,107 min,netflix,0,0,0,0,0,0,1,0,0
Movie,My Stupid Boss 2,2019,95 min,netflix,0,0,0,0,0,0,1,0,0
TV Show,The House of Flowers,2020,3 Seasons,netflix,0,0,0,0,0,0,1,0,0
Movie,This Earth of Mankind,2019,180 min,netflix,0,0,0,0,0,0,1,0,0
Movie,Time to Hunt,2020,135 min,netflix,0,0,0,0,0,0,1,0,0
TV Show,Absurd Planet,2020,1 Season,netflix,0,0,0,0,0,0,0,0,0
Movie,Circus of Books,2020,87 min,netflix,0,0,0,0,0,0,0,0,0
Movie,The Plagues of Breslau,2018,94 min,netflix,0,0,0,0,0,0,1,0,0
Movie,The Set Up,2019,105 min,netflix,0,0,0,0,0,0,1,0,0
Movie,The Silence of the Marsh,2019,93 min,netflix,0,0,0,0,0,0,1,0,0
Movie,The Willoughbys,2020,92 min,netflix,0,0,0,0,0,0,0,0,0
TV Show,Win the Wilderness,2020,1 Season,netflix,0,0,0,0,0,0,1,0,0
TV Show,Bleach,2006,5 Seasons,netflix,0,0,0,0,1,0,1,0,0
TV Show,Middleditch & Schwartz,2020,1 Season,netflix,0,0,0,0,0,0,0,0,0
TV Show,Nicky Jam: El Ganador,2018,1 Season,netflix,0,0,0,0,0,0,1,0,0
TV Show,Cooked with Cannabis,2020,1 Season,netflix,0,0,0,0,0,0,0,0,0
TV Show,The Midnight Gospel,2020,1 Season,netflix,0,0,0,0,0,0,0,0,0
Movie,Varane Avashyamund,2020,144 min,netflix,0,0,0,0,0,0,1,0,0
TV Show,ChuChu TV Nursery Rhymes & Kids Songs (Hindi),2019,1 Season,netflix,0,0,0,0,0,0,0,1,0
TV Show,The King: Eternal Monarch,2020,1 Season,netflix,0,0,0,0,0,0,1,0,0
TV Show,#blackAF,2020,1 Season,netflix,0,0,0,0,0,0,0,0,0
Movie,Babamın Ceketi,2018,101 min,netflix,0,0,0,0,0,0,1,0,0
Movie,Earth and Blood,2020,81 min,netflix,0,0,0,0,0,0,1,0,0
TV Show,El Dragón: Return of a Warrior,2020,2 Seasons,netflix,0,0,0,0,0,0,1,0,0
TV Show,Hasmukh,2020,1 Season,netflix,0,0,0,0,0,0,1,0,0
Movie,Rising High,2020,95 min,netflix,0,0,0,0,0,0,1,0,0
Movie,Sergio,2020,119 min,netflix,0,0,0,0,0,0,0,0,0
Movie,The Legacy of the Bones,2019,121 min,netflix,0,0,0,0,0,0,1,0,0
Movie,Alelí,2019,88 min,netflix,0,0,0,0,0,0,1,0,0
TV Show,Fary : Hexagone,2020,2 Seasons,netflix,0,1,0,0,0,0,1,0,0
TV Show,Fauda,2020,3 Seasons,netflix,1,0,1,0,0,0,1,0,0
Movie,"Hail, Caesar!",2016,106 min,netflix,0,0,0,0,0,0,0,0,0
Movie,Jem and the Holograms,2015,119 min,netflix,0,0,0,0,0,0,0,0,0
Movie,Maurício Meirelles: Generating Chaos,2020,63 min,netflix,0,1,0,0,0,0,0,0,0
Movie,Puerto Ricans in Paris,2015,82 min,netflix,0,0,0,0,0,0,0,0,0
Movie,Stunt School,2019,95 min,netflix,0,0,0,0,0,0,1,0,0
Movie,For the Broken Hearted,2018,93 min,netflix,0,0,0,0,0,0,1,0,0
Movie,Mischief,2019,120 min,netflix,0,0,0,0,0,0,0,0,0
TV Show,The Innocence Files,2020,1 Season,netflix,0,0,0,0,0,0,0,0,0
Movie,World Famous Lover,2020,147 min,netflix,0,0,0,0,0,0,1,0,0
Movie,Chris D'Elia: No Pain,2020,55 min,netflix,0,1,0,0,0,0,0,0,0
Movie,New Money,2018,107 min,netflix,0,0,0,0,0,0,1,0,0
Movie,Moms at War,2018,92 min,netflix,0,0,0,0,0,0,1,0,0
Movie,Surviving R. Kelly: The Impact,2019,85 min,netflix,0,0,0,0,0,0,0,0,0
Movie,Code 8,2019,98 min,netflix,1,0,1,0,0,0,1,0,0
TV Show,Brews Brothers,2020,1 Season,netflix,0,0,0,0,0,0,0,0,0
Movie,LA Originals,2020,92 min,netflix,0,0,0,0,0,0,1,0,0
Movie,Love Wedding Repeat,2020,101 min,netflix,0,0,0,0,0,0,1,0,0
Movie,School Life,2019,112 min,netflix,0,0,0,0,0,0,1,0,0
Movie,The Main Event,2020,103 min,netflix,0,0,0,0,0,0,0,0,0
TV Show,The Trial,2019,1 Season,netflix,0,0,0,0,0,0,1,0,0
Movie,Tigertail,2020,91 min,netflix,0,0,0,0,0,0,0,0,0
TV Show,Hi Score Girl,2019,2 Seasons,netflix,0,0,0,0,1,0,1,0,0
TV Show,The Circle France,2020,1 Season,netflix,0,0,0,0,0,0,1,0,0
Movie,Born Beautiful,2019,96 min,netflix,0,0,0,0,0,0,1,0,0
Movie,The Last Airbender,2010,104 min,netflix,1,0,1,0,0,0,0,0,0
Movie,Tiffany Haddish: She Ready! From the Hood To Hollywood!,2017,66 min,netflix,0,1,0,0,0,0,0,0,0
Movie,Mine 9,2019,83 min,netflix,0,0,0,0,0,0,0,0,0
Movie,The Florida Project,2017,111 min,netflix,0,0,0,0,0,0,0,0,0
Movie,Dark Light,2019,90 min,netflix,0,0,0,0,0,0,0,0,1
Movie,The Killing of a Sacred Deer,2017,121 min,netflix,0,0,0,0,0,0,0,0,0
Movie,Angel Has Fallen,2019,121 min,netflix,1,0,1,0,0,0,0,0,0
TV Show,El Reemplazante,2013,2 Seasons,netflix,0,0,0,0,0,0,1,0,0
Movie,Coffee & Kareem,2020,88 min,netflix,1,0,1,0,0,0,0,0,0
TV Show,Legacies,2019,2 Seasons,netflix,0,0,0,0,0,0,0,0,0
Movie,Money Heist: The Phenomenon,2020,57 min,netflix,0,0,0,0,0,0,1,0,0
Movie,The Death of Stalin,2017,107 min,netflix,0,0,0,0,0,0,0,0,0
Movie,Sol Levante,2020,5 min,netflix,1,0,1,0,1,0,1,0,0
Movie,Violet Evergarden: Eternity and the Auto Memory Doll,2019,91 min,netflix,0,0,0,0,1,0,1,0,0
Movie,Agneepath,1990,174 min,netflix,0,0,0,0,0,0,1,0,0
Movie,Brothers,2015,155 min,netflix,1,0,1,0,0,0,1,0,0
Movie,Chhota Bheem and the Curse of Damyaan,2012,87 min,netflix,0,0,0,0,0,0,0,0,0
TV Show,Community,2015,6 Seasons,netflix,0,0,0,0,0,0,0,0,0
Movie,David Batra: Elefanten i rummet,2020,77 min,netflix,0,1,0,0,0,0,0,0,0
Movie,Dostana,2008,142 min,netflix,0,0,0,0,0,0,1,0,0
Movie,Duniya,1984,170 min,netflix,1,0,1,0,0,0,1,0,0
Movie,Duplicate,1998,165 min,netflix,0,0,0,0,0,0,1,0,0
Movie,Friendship,1980,161 min,netflix,1,0,1,0,0,0,1,0,0
Movie,Gori Tere Pyaar Mein,2013,144 min,netflix,0,0,0,0,0,0,1,0,0
Movie,Gumrah,1993,149 min,netflix,1,0,1,0,0,0,1,0,0
Movie,Hasee Toh Phasee,2014,135 min,netflix,0,0,0,0,0,0,1,0,0
TV Show,How to Fix a Drug Scandal,2020,1 Season,netflix,0,0,0,0,0,0,0,0,0
Movie,Humpty Sharma Ki Dulhania,2014,131 min,netflix,0,0,0,0,0,0,1,0,0
Movie,Kaal,2005,126 min,netflix,0,0,0,0,0,0,1,0,1
Movie,Kabhi Alvida Naa Kehna,2006,192 min,netflix,0,0,0,0,0,0,1,0,0
Movie,Kabhi Khushi Kabhie Gham,2001,209 min,netflix,0,0,0,0,0,0,1,0,0
Movie,Kal Ho Naa Ho,2003,187 min,netflix,0,0,0,0,0,0,1,0,0
Movie,Kapoor & Sons,2016,138 min,netflix,0,0,0,0,0,0,1,0,0
Movie,Kuch Kuch Hota Hai,1998,185 min,netflix,0,0,0,0,0,0,1,0,0
Movie,Magnificent,2015,143 min,netflix,0,0,0,0,0,0,1,0,0
TV Show,Man Like Mobeen,2020,3 Seasons,netflix,0,0,0,0,0,0,1,0,0
Movie,Mighty Raju Rio Calling,2014,97 min,netflix,0,0,0,0,0,0,0,0,0
Movie,Muqaddar ka Faisla,1987,172 min,netflix,1,0,1,0,0,0,0,0,0
TV Show,Pokémon the Series,2019,3 Seasons,netflix,0,0,0,0,1,0,0,1,0
TV Show,Saint Seiya,1986,6 Seasons,netflix,0,0,0,0,1,0,0,0,0
Movie,SETHUM AAYIRAM PON,2020,103 min,netflix,0,0,0,0,0,0,1,0,0
TV Show,Sunderland 'Til I Die,2020,2 Seasons,netflix,0,0,0,0,0,0,1,0,0
TV Show,The Iliza Shlesinger Sketch Show,2020,1 Season,netflix,0,0,0,0,0,0,0,0,0
Movie,The Little Vampire,2017,83 min,netflix,0,0,0,0,0,0,0,0,0
Movie,The Runaways,2010,107 min,netflix,0,0,0,0,0,0,0,0,0
TV Show,The Windsors,2020,3 Seasons,netflix,0,0,0,0,0,0,1,0,0
Movie,Ungli,2014,114 min,netflix,0,0,0,0,0,0,1,0,0
TV Show,Well-Intended Love,2020,2 Seasons,netflix,0,0,0,0,0,0,1,0,0
Movie,Wildling,2018,93 min,netflix,0,0,0,0,0,0,0,0,1
Movie,A truthful Mother,2020,85 min,netflix,0,0,0,0,0,0,0,0,0
TV Show,Akbar Birbal,2019,1 Season,netflix,0,0,0,0,0,0,0,1,0
TV Show,Bal Ganesh,2019,1 Season,netflix,0,0,0,0,0,0,0,1,0
Movie,Dave Chappelle: The Kennedy Center Mark Twain Prize for American Humor,2020,85 min,netflix,0,1,0,0,0,0,0,0,0
Movie,Greater,2016,131 min,netflix,0,0,0,0,0,0,0,0,0
Movie,Indian Horse,2017,101 min,netflix,0,0,0,0,0,0,0,0,0
Movie,Paharganj,2019,107 min,netflix,0,0,0,0,0,0,1,0,0
Movie,Pretty Little Stalker,2018,84 min,netflix,0,0,0,0,0,0,0,0,0
Movie,Through My Father's Eyes: The Ronda Rousey Story,2019,104 min,netflix,0,0,0,0,0,0,0,0,0
TV Show,Tree House Tales,2019,1 Season,netflix,0,0,0,0,0,0,0,1,0
Movie,Kannum Kannum Kollaiyadithaal,2020,160 min,netflix,0,0,0,0,0,0,1,0,0
TV Show,Rugal,2020,1 Season,netflix,0,0,0,0,0,0,1,0,0
Movie,Rogue Warfare,2019,103 min,netflix,1,0,1,0,0,0,0,0,0
Movie,Dragons: Rescue Riders: Hunt for the Golden Dragon,2020,46 min,netflix,0,0,0,0,0,0,0,0,0
TV Show,Happy!,2019,2 Seasons,netflix,1,0,1,0,0,0,0,0,0
TV Show,Ladies Up,2019,1 Season,netflix,0,1,0,0,0,0,1,0,0
Movie,Maska,2020,112 min,netflix,0,0,0,0,0,0,1,0,0
TV Show,Ozark,2020,3 Seasons,netflix,0,0,0,0,0,0,0,0,0
Movie,The Decline,2020,83 min,netflix,1,0,1,0,0,0,1,0,0
Movie,There's Something in the Water,2019,72 min,netflix,0,0,0,0,0,0,1,0,0
Movie,True: Wuzzle Wegg Day,2020,24 min,netflix,0,0,0,0,0,0,0,0,0
Movie,Uncorked,2020,104 min,netflix,0,0,0,0,0,0,0,0,0
TV Show,Wassup Man GO!,2020,1 Season,netflix,0,0,0,0,0,0,1,0,0
Movie,Willy and the Guardians of the Lake: Tales from the Lakeside Winter Adventure,2019,72 min,netflix,0,0,0,0,0,0,0,0,0
TV Show,7SEEDS,2020,2 Seasons,netflix,0,0,0,0,1,0,1,0,0
Movie,Happy Old Year,2019,113 min,netflix,0,0,0,0,0,0,1,0,0
Movie,Making Unorthodox,2020,21 min,netflix,0,0,0,0,0,0,1,0,0
TV Show,Unorthodox,2020,1 Season,netflix,0,0,0,0,0,0,1,0,0
Movie,Bethany Hamilton: Unstoppable,2019,100 min,netflix,0,0,0,0,0,0,0,0,0
Movie,Crip Camp: A Disability Revolution,2020,108 min,netflix,0,0,0,0,0,0,0,0,0
Movie,Curtiz,2018,99 min,netflix,0,0,0,0,0,0,1,0,0
Movie,The Occupant,2020,104 min,netflix,0,0,0,0,0,0,1,0,0
Movie,Tom Segura: Ball Hog,2020,70 min,netflix,0,1,0,0,0,0,0,0,0
TV Show,Freud,2020,1 Season,netflix,0,0,0,0,0,0,1,0,0
TV Show,J-Style Trip,2020,1 Season,netflix,0,0,0,0,0,0,1,0,0
TV Show,Barbie Dreamhouse Adventures: Go Team Roberts,2020,2 Seasons,netflix,0,0,0,0,0,0,0,1,0
Movie,A Life of Speed: The Juan Manuel Fangio Story,2020,93 min,netflix,0,0,0,0,0,0,1,0,0
TV Show,Archibald's Next Big Thing,2020,2 Seasons,netflix,0,0,0,0,0,0,0,1,0
TV Show,Dino Girl Gauko,2020,2 Seasons,netflix,0,0,0,0,1,0,0,1,0
Movie,El silencio es bienvenido,2017,95 min,netflix,0,0,0,0,0,0,1,0,0
TV Show,Greenhouse Academy,2020,4 Seasons,netflix,0,0,0,0,0,0,0,1,0
TV Show,Self Made: Inspired by the Life of Madam C.J. Walker,2020,1 Season,netflix,0,0,0,0,0,0,0,0,0
TV Show,She,2020,1 Season,netflix,0,0,0,0,0,0,1,0,0
TV Show,The English Game,2020,1 Season,netflix,0,0,0,0,0,0,1,0,0
TV Show,The Letter for the King,2020,1 Season,netflix,1,0,1,0,0,0,1,0,0
TV Show,"Tiger King: Murder, Mayhem and Madness",2020,1 Season,netflix,0,0,0,0,0,0,0,0,0
Movie,Ultras,2020,109 min,netflix,0,0,0,0,0,0,1,0,0
TV Show,Vampires,2020,1 Season,netflix,0,0,0,0,0,0,1,0,1
Movie,3022,2019,91 min,netflix,0,0,0,0,0,0,0,0,0
Movie,Altered Carbon: Resleeved,2020,75 min,netflix,1,0,1,0,1,0,1,0,0
Movie,Masameer - The Movie,2020,100 min,netflix,0,0,0,0,0,0,1,0,0
Movie,AllI Wish,2017,95 min,netflix,0,0,0,0,0,0,0,0,0
TV Show,Caliphate,2020,1 Season,netflix,0,0,0,0,0,0,1,0,0
Movie,Lu Over the Wall,2017,113 min,netflix,0,0,0,0,1,0,0,0,0
TV Show,Women Of The Night,2019,1 Season,netflix,0,0,0,0,0,0,1,0,0
Movie,XV: Beyond the Tryline,2016,91 min,netflix,0,0,0,0,0,0,0,0,0
Movie,Bert Kreischer: Hey Big Boy,2020,62 min,netflix,0,1,0,0,0,0,0,0,0
TV Show,Shaun the Sheep: Adventures from Mossy Bottom,2020,1 Season,netflix,0,0,0,0,0,0,0,1,0
TV Show,We Speak Dance,2018,1 Season,netflix,0,0,0,0,0,0,0,0,0
Movie,Search Party,2014,93 min,netflix,0,0,0,0,0,0,0,0,0
Movie,Bypass Road,2019,135 min,netflix,0,0,0,0,0,0,1,0,0
Movie,Digs & Discoveries: All Track's Lead to Rome,2019,23 min,netflix,0,0,0,0,0,0,0,0,0
Movie,Digs & Discoveries: Mines of Mystery,2019,23 min,netflix,0,0,0,0,0,0,0,0,0
TV Show,Ken Burns Presents: College Behind Bars: A Film by Lynn Novick and Produced by Sarah Botstein,2019,1 Season,netflix,0,0,0,0,0,0,0,0,0
Movie,Steam Team to the Rescue,2019,23 min,netflix,0,0,0,0,0,0,0,0,0
Movie,Jai Mummy Di,2020,101 min,netflix,0,0,0,0,0,0,1,0,0
TV Show,100 Humans,2020,1 Season,netflix,0,0,0,0,0,0,0,0,0
Movie,Baby Mamas,2018,98 min,netflix,0,0,0,0,0,0,1,0,0
TV Show,Bloodride,2020,1 Season,netflix,0,0,0,0,0,0,1,0,1
Movie,Go Karts,2020,103 min,netflix,0,0,0,0,0,0,0,0,0
Movie,Justine,2019,106 min,netflix,0,0,0,0,0,0,0,0,0
TV Show,Kingdom,2020,2 Seasons,netflix,1,0,1,0,0,0,1,0,0
Movie,Lost Girls,2020,95 min,netflix,0,0,0,0,0,0,0,0,0
Movie,Miracle in Cell No. 7,2019,132 min,netflix,0,0,0,0,0,0,1,0,0
TV Show,The Valhalla Murders,2020,1 Season,netflix,0,0,0,0,0,0,1,0,0
TV Show,Dirty Money,2020,2 Seasons,netflix,0,0,0,0,0,0,0,0,0
TV Show,On My Block,2020,3 Seasons,netflix,0,0,0,0,0,0,0,0,0
TV Show,The Circle Brazil,2020,1 Season,netflix,0,0,0,0,0,0,1,0,0
Movie,Carmen Sandiego: To Steal or Not to Steal,2020,82 min,netflix,0,0,0,0,0,0,0,0,0
Movie,Marc Maron: End Times Fun,2020,71 min,netflix,0,1,0,0,0,0,0,0,0
Movie,Sitara: Let Girls Dream,2020,16 min,netflix,0,0,0,0,0,0,0,0,0
Movie,Alakada Reloaded,2017,104 min,netflix,0,0,0,0,0,0,1,0,0
Movie,All About Love,2017,79 min,netflix,0,0,0,0,0,0,1,0,0
Movie,Guilty,2020,120 min,netflix,0,0,0,0,0,0,1,0,0
Movie,I am Jonas,2019,82 min,netflix,0,0,0,0,0,0,1,0,0
Movie,Miles Davis: Birth of the Cool,2019,115 min,netflix,0,0,0,0,0,0,0,0,0
Movie,Spenser Confidential,2020,111 min,netflix,1,0,1,0,0,0,0,0,0
Movie,Twin Murders: the Silence of the White City,2020,110 min,netflix,0,0,0,0,0,0,1,0,0
TV Show,Ugly Delicious,2020,2 Seasons,netflix,0,0,0,0,0,0,0,0,0
Movie,93 Days,2016,121 min,netflix,0,0,0,0,0,0,1,0,0
Movie,Angu Vaikuntapurathu (Malayalam),2020,162 min,netflix,1,0,1,0,0,0,0,0,0
TV Show,Mighty Little Bheem: Festival of Colors,2020,1 Season,netflix,0,0,0,0,0,0,0,1,0
Movie,Tootsies & The Fake,2019,108 min,netflix,0,0,0,0,0,0,1,0,0
Movie,Aurora,2010,186 min,netflix,0,0,0,0,0,0,1,0,0
Movie,Lil Peep: Everybody’s Everything,2019,116 min,netflix,0,0,0,0,0,0,0,0,0
Movie,The Death of Mr. Lazarescu,2005,154 min,netflix,0,0,0,0,0,0,1,0,0
TV Show,Velvet,2016,4 Seasons,netflix,0,0,0,0,0,0,1,0,0
Movie,Freaks,2018,105 min,netflix,0,0,0,0,0,0,0,0,0
Movie,Luccas Neto in: The End of Christmas,2019,71 min,netflix,0,0,0,0,0,0,0,0,0
Movie,Taylor Tomlinson: Quarter-Life Crisis,2020,61 min,netflix,0,1,0,0,0,0,0,0,0
Movie,The Last Bomb of the Second World War,2019,133 min,netflix,0,0,0,0,0,0,1,0,0
Movie,Uncovered,2019,98 min,netflix,0,0,0,0,0,0,1,0,0
Movie,W.E.,2011,119 min,netflix,0,0,0,0,0,0,0,0,0
Movie,Fat Ballerina - David A. Arnold,2020,61 min,netflix,0,1,0,0,0,0,0,0,0
TV Show,Akame ga Kill!,2014,1 Season,netflix,0,0,0,0,1,0,1,0,0
TV Show,Babylon Berlin,2020,3 Seasons,netflix,0,0,0,0,0,0,1,0,0
Movie,Bhangra Paa Le,2019,130 min,netflix,0,0,0,0,0,0,1,0,0
TV Show,Calico Critters Mini Episodes Clover,2020,1 Season,netflix,0,0,0,0,0,0,0,1,0
Movie,Calico Critters: Everyone's Big Dream Flying in the Sky,2019,11 min,netflix,0,0,0,0,0,0,0,0,0
Movie,Frank & Lola,2016,87 min,netflix,0,0,0,0,0,0,0,0,0
Movie,Hugo,2011,127 min,netflix,0,0,0,0,0,0,0,0,0
Movie,Ordinary World,2016,87 min,netflix,0,0,0,0,0,0,0,0,0
Movie,"Pop, Lock 'n Roll",2017,88 min,netflix,0,0,0,0,0,0,1,0,0
Movie,There Will Be Blood,2007,158 min,netflix,0,0,0,0,0,0,0,0,0
Movie,Velvet Colección: Grand Finale,2020,82 min,netflix,0,0,0,0,0,0,1,0,0
Movie,Voulez-vous rire avec moi ce soir?,2018,93 min,netflix,0,0,0,0,0,0,1,0,0
Movie,ZZ TOP: THAT LITTLE OL' BAND FROM TEXAS,2019,90 min,netflix,0,0,0,0,0,0,0,0,0
Movie,All The Bright Places,2020,109 min,netflix,0,0,0,0,0,0,0,0,0
TV Show,Always a Witch,2019,2 Seasons,netflix,0,0,0,0,0,0,1,0,0
Movie,Amit Tandon: Family Tandoncies,2019,72 min,netflix,0,1,0,0,0,0,0,0,0
TV Show,Queen Sono,2020,1 Season,netflix,1,0,1,0,0,0,1,0,0
TV Show,Toy Boy,2019,1 Season,netflix,0,0,0,0,0,0,1,0,0
TV Show,Unstoppable,2020,1 Season,netflix,0,0,0,0,0,0,1,0,0
Movie,Ala Vaikunthapurramuloo,2020,162 min,netflix,1,0,1,0,0,0,0,0,0
TV Show,Altered Carbon,2020,2 Seasons,netflix,1,0,1,0,0,0,0,0,0
TV Show,Followers,2020,1 Season,netflix,0,0,0,0,0,0,1,0,0
Movie,Pokémon: Mewtwo Strikes Back - Evolution,2019,98 min,netflix,0,0,0,0,1,0,0,0,0
TV Show,Six Windows in the Desert,2020,1 Season,netflix,0,0,0,0,0,0,0,0,0
Movie,Couple of Days,2016,103 min,netflix,0,0,0,0,0,0,1,0,0
Movie,Gbomo Gbomo Express,2015,97 min,netflix,0,0,0,0,0,0,1,0,0
TV Show,I Am Not Okay With This,2020,1 Season,netflix,0,0,0,0,0,0,0,0,0
Movie,Taxi Driver,2015,94 min,netflix,0,0,0,0,0,0,0,0,0
Movie,The Arbitration,2016,101 min,netflix,0,0,0,0,0,0,1,0,0
TV Show,The Trials of Gabriel Fernandez,2020,1 Season,netflix,0,0,0,0,0,0,0,0,0
Movie,The Visit,2015,138 min,netflix,0,0,0,0,0,0,1,0,0
Movie,When Love Happens,2014,109 min,netflix,0,0,0,0,0,0,1,0,0
Movie,Pete Davidson: Alive From New York,2020,50 min,netflix,0,1,0,0,0,0,0,0,0
Movie,Full Count,2019,110 min,netflix,0,0,0,0,0,0,0,0,0
TV Show,"Hi Bye, Mama!",2020,1 Season,netflix,0,0,0,0,0,0,1,0,0
Movie,Girl on the Third Floor,2019,92 min,netflix,0,0,0,0,0,0,0,0,1
TV Show,Unabomber - In His Own Words,2018,1 Season,netflix,0,0,0,0,0,0,0,0,0
TV Show,Gentefied,2020,1 Season,netflix,0,0,0,0,0,0,0,0,0
TV Show,Hyena,2020,1 Season,netflix,0,0,0,0,0,0,1,0,0
TV Show,Passion. Panache. Pep,2020,1 Season,netflix,0,0,0,0,0,0,1,0,0
TV Show,Puerta 7,2020,1 Season,netflix,0,0,0,0,0,0,1,0,0
Movie,System Crasher,2020,120 min,netflix,0,0,0,0,0,0,1,0,0
Movie,The Body,2019,101 min,netflix,0,0,0,0,0,0,1,0,0
Movie,The Last Thing He Wanted,2020,116 min,netflix,0,0,0,0,0,0,0,0,0
